title,videoIDS,video_description,publishedDate,likes,dislikes,views,comment
"NPTEL : NOC Exam Feedback : ION Digital Zone - Chennai, Oct 2017 - Part 2",musc14Dnlvk,"City & State : Chennai, TamilNadu 

Exam Date : 22-10-2017",2017-11-27T05:25:08Z,35,8,5671,3
"NPTEL : NOC Exam Feedback : ION Digital Zone - Chennai, Oct 2017 - Part 3",lKD4L48o1Ls,"City & State : Chennai, Tamil Nadu 

Exam Date : 22-10-2017",2017-11-27T05:10:35Z,80,4,13152,4
Bangalore 24 09 17,9HOQ1cpXKBM,,2017-11-15T07:08:23Z,57,6,9397,5
"NPTEL : NOC Exam Feedback :  IISc Bangalore, Oct 2017",0rdUGYjQmcw,"City & State : Bangalore, Karnataka 

Exam Date : 22-10-2017",2017-11-15T04:38:47Z,104,12,15538,5
"Fortune Towers, Chennai 24 09 2017",TqKpLTU4yFA,,2017-11-06T05:47:59Z,62,10,9263,4
"NPTEL : NOC Exam Feedback : ION Digital Zone - Chennai, Oct 2017 - Part 1",Nq0mgA3BO14,"City & State : Chennai, TamilNadu 

Exam Date : 22-10-2017",2017-11-06T05:10:55Z,58,3,8572,3
Lec1,ovMRHaRt3E4,,2017-10-10T05:35:31Z,230,20,23115,15
Crop. Water Requirements (Continued),l6Gi1jrL0FU,,2017-08-18T10:28:38Z,27,5,7684,5
Crop. Water Requirements (Contd.),-WMvHofbzXA,,2017-08-18T10:28:23Z,12,2,3038,1
Crop. Water Requirements (continue),dTq7oDeh9cg,,2017-08-18T10:28:55Z,8,1,3587,1
Crop Water Requirements Continued,idO6G3cWxqM,,2017-08-18T10:28:06Z,1,0,1961,1
Irrigation Efficiencies - Part 1,C18kSBkIUms,,2017-08-18T10:29:15Z,9,0,1914,0
Soil- Water - Plant Relationships (Continue),afJNLG_FSmo,,2017-08-18T10:26:35Z,2,0,1758,1
Crop Water Requirements (Continued),tmogswnjVEo,,2017-08-18T10:27:49Z,5,0,1275,0
Soil - Water- Plant Relationships (Continued),9a22yIPPYxo,,2017-08-18T10:26:03Z,15,1,2016,0
Crop Water Requirements,Xd7RdoC6b-I,,2017-08-18T10:27:13Z,2,0,1050,0
Irrigation Methods - III,hXyZhTKYEGo,,2017-08-18T10:29:54Z,9,3,1180,2
Crop Water Requirements (Contd.),myuPPGKCw6I,,2017-08-18T10:27:29Z,4,0,1044,0
Irrigation Efficiencies - II and Irrigation Methods and their Suitability,qEcIwkpcAIg,,2017-08-18T10:29:36Z,5,1,1683,0
Soil - Water - Plant Relationships (Contd.),vOxhJulRbw4,,2017-08-18T10:13:34Z,9,0,1907,0
Soil - Water - Plant Relationships (Contd.) & Infiltration,QhcPGo4HuFc,,2017-08-18T10:26:48Z,6,1,889,0
Introduction to Irrigation Water Management,VGf8lS6joJQ,,2017-08-18T10:11:56Z,35,1,4614,3
Soil â€“ Water - Plant Relationships,rkx2zOVfOaM,,2017-08-18T10:12:56Z,6,0,1454,0
Irrigation Methods - IV,IzwZcAcuKF0,,2017-08-18T10:30:19Z,2,1,663,0
Irrigation Methods - V,h-p0qfogWx4,,2017-08-18T10:30:39Z,2,0,422,0
Irrigation Methods - VI,xiDsAGoUOxA,,2017-08-18T10:31:00Z,6,0,1085,0
Irrigation Methods and their Suitability,6YEOnqV2lyc,,2017-08-18T10:31:21Z,2,1,603,0
Border Irrigation System - I,642U-6SKnFc,,2017-08-18T10:31:48Z,2,0,725,0
Border Irrigation System - II,sBy7hMPEyJg,,2017-08-18T10:32:09Z,1,0,1046,0
Border Irrigation System - III,BoduDYiumic,,2017-08-18T10:32:29Z,3,0,542,0
Border Irrigation System - IV,R8Ti2G-8gJs,,2017-08-18T10:32:50Z,3,0,545,0
Review of DC Models of BJT (Contd.) and FET,au8IFwk6mSU,,2017-08-18T11:03:52Z,31,2,6347,2
FET Characteristics and Models,gWCt7Er3iKs,,2017-08-18T11:04:21Z,30,0,5223,2
Review of DC Models of Diodes & BJT\'s,d2XZDhfgJxU,,2017-08-18T11:03:28Z,129,0,20776,11
BJT Biasing and Bias Stability,l6M6FvjUdTI,,2017-08-18T11:05:26Z,37,1,5160,4
Drip Irrigation System - III,528t79gDVQQ,,2017-08-18T10:38:08Z,2,0,634,0
Drip Irrigation System - IV,GjwrU4hYpCE,,2017-08-18T10:38:26Z,35,3,6439,1
Problem Session - 1 on DC Analysis of BJT Circuits,cAf3ehNx_hQ,,2017-08-18T11:04:57Z,23,2,3824,1
Drip Irrigation System - II,xmj66Q_Zngk,,2017-08-18T10:37:44Z,4,2,900,0
Drip Irrigation System - I,jH3X89rFEZA,,2017-08-18T10:37:33Z,15,0,1796,3
Sprinkler Irrigation System - VIII,Ozy5FKAfjaw,,2017-08-18T10:37:16Z,3,0,454,0
Sprinkler Irrigation System - VII,R_A_gAQs2jM,,2017-08-18T10:36:55Z,3,0,363,0
Sprinkler Irrigation System - VI,BsBiaBdjfvI,,2017-08-18T10:36:35Z,3,0,820,0
Sprinkler Irrigation System - V,jpWtpmdFXjY,,2017-08-18T10:36:12Z,2,1,396,0
Sprinkler Irrigation System - IV,RjqQ7Kq6H2w,,2017-08-18T10:35:52Z,2,0,441,0
Sprinkler Irrigation System - II,AjGr-HLc-Dw,,2017-08-18T10:35:05Z,3,0,380,0
Sprinkler Irrigation System - III,LZGrJrldxS8,,2017-08-18T10:35:24Z,1,0,455,0
Sprinkler Irrigation System - I,N7oppRaQb3M,,2017-08-18T10:34:40Z,8,0,614,0
Furrow Irrigation System - IV,6_AKq1_d6nw,,2017-08-18T10:34:22Z,1,0,440,0
Furrow Irrigation System - III,UycL1soib04,,2017-08-18T10:34:01Z,2,0,688,0
Furrow Irrigation System - II,Sux15yZBb2o,,2017-08-18T10:33:38Z,2,0,296,0
Furrow Irrigation System - I,RLUSj3eBAoM,,2017-08-18T10:33:15Z,3,0,398,0
BJT Bias Stability (Contd.),c3oKdjDImXo,,2017-08-18T11:06:08Z,11,2,2082,1
"FET Biasing, Current Sources",jaOxeB-BQ8E,,2017-08-18T11:06:45Z,21,0,2463,2
Current Mirrors ; BJT Small Signal Models,6Zm9Kt5-cxQ,,2017-08-18T11:08:15Z,4,0,2177,2
Problem Session 2 on FET & BJT Characteristics and Biasing,meykvJDLkJI,,2017-08-18T11:07:36Z,7,0,1489,1
Small Signal Amplifiers: Mid Frequency Analysis,Y3CBKAPBlU8,,2017-08-18T11:08:56Z,14,0,2167,1
Problem Session - 3 on Mid- Frequency Analysis of CE Amplifiers,-BBc2AaXNT4,,2017-08-18T11:10:44Z,8,0,1139,1
Mid Frequency Analysis of the CE and CB Amplifier,Uoyi4JcPAX0,,2017-08-18T11:09:33Z,16,2,2046,0
Midband Analysis of CB and CC Amplifiers,fVcdff236uw,,2017-08-18T11:11:30Z,10,0,1358,0
Advantages of Negative Feedback Amplifiers,0K6vyowDAKM,,2017-08-18T11:23:25Z,11,0,1281,0
Introduction to Feedback Amplifiers,Cqouhsl4Yx0,,2017-08-18T11:22:53Z,14,0,1811,1
More on Oscillators,HDS96uHyW2I,,2017-08-18T11:26:54Z,11,0,1275,1
Sinusoidal Oscillators : An Example of Positive Feedback,Pe6BmuAc2OY,,2017-08-18T11:26:18Z,18,0,1713,1
Problem Session - 7 on Deferential and Power Amplifiers,lxi5SrZtJrg,,2017-08-18T11:22:05Z,5,0,965,0
Problem Session - 8 on Feedback Amplifiers,-hXiIrhqanM,,2017-08-18T11:25:26Z,11,1,1411,2
Differential Amplifiers,LjGB9oj3WIQ,,2017-08-18T11:16:25Z,13,0,1830,0
Class A Power Amplifiers; Efficiency Considerations,Lk8SkiWv8yg,,2017-08-18T11:21:08Z,8,1,906,0
"Class B, Class AB and Class A Power Amplifiers",SpvmeG1hs7k,,2017-08-18T11:20:39Z,17,2,1703,1
Differential Amplifiers (Contd.),g0jsHYwVypM,,2017-08-18T11:17:07Z,10,0,1022,0
Analysis of the Series - Series and Other Feedback Configurations,0rlq4EREAJ0,,2017-08-18T11:24:34Z,8,0,1101,0
Problem Session - 5 on Frequency Response of Small Signal Amplifiers,2F8b34gUH_w,,2017-08-18T11:15:45Z,10,0,1080,1
Analysis of Feedback Amplifiers,Sr-Sm_d3oVE,,2017-08-18T11:23:52Z,15,2,1921,1
FET Differential Amplifiers and Introduction to Power Amplifiers,h8t-A4eL8qs,,2017-08-18T11:19:42Z,7,0,1257,0
Use of Current Mirrors in Differential Amplifiers,tqqFALmruhM,,2017-08-18T11:18:50Z,9,0,983,0
Problem Session - 6 on Frequency Response of Small Signal Amplifiers (Contd.) and Differential Ampli,Cmt7WZzjhyU,,2017-08-18T11:18:22Z,6,1,723,0
High Frequency Response of Small Signal Amplifiers (Contd.),GVIaz5Qwhgc,,2017-08-18T11:14:12Z,7,0,1240,1
Low Frequency Response of Small Signal Amplifiers,xL8hQ1pHjC0,,2017-08-18T11:14:57Z,9,0,1238,0
Discussion on Minor -1 Problems & Differential Amplifiers (Contd.),_zBwnk8TV1M,,2017-08-18T11:17:46Z,5,0,762,0
High Frequency Response of Small Signal Amplifiers,iLCQUHJkFM8,,2017-08-18T11:13:43Z,11,1,1585,0
Solutions to Minor -2 Exam & Concluding Discussions on Oscillators,_5wtdF4EntY,,2017-08-18T11:27:25Z,10,0,839,0
Problem Session - 9 on Oscillators,9-HD0TGKJjI,,2017-08-18T11:28:07Z,3,1,851,0
Widebanding Techniques : Introduction & Use of Inductors,awLLsIrqw34,,2017-08-18T11:29:33Z,6,0,831,2
Widebanding By Using an Inductance,qHc2YEFtLwk,,2017-08-18T11:30:08Z,7,0,768,0
Problem Session - 10 on Tuned Amplifiers,9jCcCZYyvM4,,2017-08-18T11:30:41Z,2,0,729,0
Widebanding by Using Compound Devices,9j1UiHUAR8k,,2017-08-18T11:31:15Z,8,0,627,1
Cascode Configuration as Wideband Amplifier,btphIK1d4Ro,,2017-08-18T11:31:44Z,5,0,738,0
Widebanding by Local Feedback,kGnHRf-Nf5o,,2017-08-18T11:32:17Z,4,0,548,1
Partial Response Signalling: Duobinary & Modified Duobinary Pulse Shaping,Y0a0dSih3po,,2017-08-18T12:22:44Z,13,0,1579,1
Baseband Pulse Shaping ; Raised Cosine Family of Pulses,rB7GCxkLKnY,,2017-08-18T12:22:02Z,12,0,1895,0
Baseband Pulse Shaping: Nyquist\'s First Criterion,EXX14__1EK8,,2017-08-18T12:21:15Z,16,0,2078,1
Digital Representation of Analog Signals,4iLJZEMIib4,,2017-08-18T12:16:52Z,23,0,2488,1
Spectral Properties of Line Codes: On-off / Polar / Bipolar Signalling,dk0JPef_crE,,2017-08-18T12:19:27Z,12,0,1534,0
Spectral Properties of Line Codes: Duobinary Manchester & HDB Codes,t9E02trJCVo,,2017-08-18T12:20:22Z,9,0,1228,0
Spectral Properties of Line Codes: General Relations,DhNE_eZPfSw,,2017-08-18T12:18:40Z,9,2,1795,0
"Digital Representation of Analog Signals, Pulse Code Modulation",MZfyJ0rIMns,,2017-08-18T12:16:10Z,27,0,3078,0
"Digital Representation of Analog Signals, Delta Modulation",NUv5cuVAQXg,,2017-08-18T12:15:36Z,42,0,5082,4
Introduction to the Course,C3Vh2f_a4LI,,2017-08-18T12:15:02Z,51,1,11758,6
Introduction to Line Coding,YWjTOS28Jrc,,2017-08-18T12:18:06Z,24,0,2322,0
Quantization Noise in Delta Modulation (Contd.) & Time Division Multiplexing,lSWurFKyiKk,,2017-08-18T12:17:27Z,14,1,1843,0
Tuned (or Narrowband) Amplifiers,uPvziWVaEDY,,2017-08-18T12:05:45Z,6,0,466,0
Midband Analysis of FET Amplifiers,UU19M0VZLqM,,2017-08-18T11:48:37Z,8,1,2394,0
Problem Session - 4 on Midband Analysis of Amplifiers,Xr3KPWxexsk,,2017-08-18T11:49:12Z,78,3,20673,3
"Op - Amp Compensation , Slew Rate and Some Problems",9-qs1jWyPts,,2017-08-18T11:37:12Z,20,0,1906,1
"Op- Amp offsets, Compensation & Slew Rate",HErfeCTTpJ8,,2017-08-18T11:36:33Z,25,0,2338,1
Correction to Gilbert Cell Analysis and Operational Amplifier Imperfections,8o0hrWGNbWc,,2017-08-18T11:35:22Z,14,1,1752,0
The Differential Pair and the Gilbert Cell as Wideband Amplifiers,_pO-Mm0Qi4s,,2017-08-18T11:34:25Z,8,0,851,0
Widebanding by Overall Feedback and Dual Loop Feedback,B2OD7-HPeSQ,,2017-08-18T11:33:45Z,5,0,782,0
Widebanding by Local Feedback and Feedback Cascades,r_FvyddhiPU,,2017-08-18T11:33:17Z,5,0,663,0
Problem Session - 11 on Minor - 3 Problems & Widebanding by Compound Devices,E1YIcaYB2hE,,2017-08-18T11:32:50Z,4,0,632,0
Precoding for Duobinary & Modified Duobinary Systems,nvyHFSgcE9I,,2017-08-18T12:23:32Z,6,0,1046,0
Precoding for Modified Duobinary Systems (Contd.) & General Partial Response Signalling,uLrU2siGHFE,,2017-08-18T12:24:24Z,6,0,1138,0
Binary Baseband Digital Modulation Techniques,Xc1maLvuKbs,,2017-08-18T12:25:07Z,12,1,1859,1
Mâ€™ary Baseband Digital Modulation Techniques,gd8aHDr8h8k,,2017-08-18T12:25:46Z,9,0,1444,0
Passband Digital Modulations - I : PSK & QPSK,4oQBM94-jGs,,2017-08-18T12:26:25Z,16,0,1919,1
Passband Digital Modulation- III: Minimum Shift Keying (MSK),R4Ar9goLwss,,2017-08-18T12:27:52Z,16,1,2487,4
Passband Digital Modulation- II : Offset QPSK,u0dP4127ECM,,2017-08-18T12:27:11Z,12,0,1891,0
Passband Digital Modulations- IV : MSK (Cont.) : Passband Waveforms for Mâ€™ary Signalling,iANNkvI7Lbk,,2017-08-18T12:28:27Z,10,0,946,1
Error Correcting Codes (Contd.),__w-EYfjSAo,,2017-08-18T12:41:30Z,39,0,11155,1
"R.L.C. Components, Energy Considerations, Sources and Circuit Laws",HdmmYCTtjXY,,2017-08-22T07:25:07Z,28,1,2882,3
Demodulation of DPSK & M\'ary Signals,IhTJ_RReWcQ,,2017-08-18T12:36:11Z,9,0,853,1
Error Correcting Codes,MSXbmZk6IHI,,2017-08-18T12:40:55Z,9,1,1861,1
Performance of Non Coherent FSK & Differential Phase Shift Keying,gP09GMjZ6q4,,2017-08-18T12:35:11Z,6,0,1031,2
Performance Analysis of Binary Digital Modulations: Signal & Noise Statistics in Coherent & Noncoher,9l2JjbgjB7k,,2017-08-18T12:33:48Z,7,0,861,2
Source Coding,X2YbhKs0mPk,,2017-08-18T12:38:47Z,9,0,1266,1
Error Rates for Binary Signalling : Coherent Receivers,ckecZdgD_Xw,,2017-08-18T12:34:12Z,3,0,865,2
Introduction to the Course and Basic Electrical Quantity,o56BWcHZteQ,,2017-08-22T07:24:41Z,72,4,8405,5
Error Free Communication Over a Noisy Channel,raYZWVTlzRQ,,2017-08-18T12:39:29Z,10,0,1116,0
"Introduction to Information Theory , Part -1",DcFckp0rJ_U,,2017-08-18T12:38:16Z,10,0,1362,1
Demodulators for Binary Waveforms (Contd.) : Coherent & Noncoherent Receivers for Orthogonal Signall,fh4H1NMXN-E,,2017-08-18T12:32:47Z,5,0,878,0
The Concept of Channel Capacity,l9crRK7l-90,,2017-08-18T12:54:10Z,10,0,1111,1
Matched Filters & Coherent Demodulation - I,4DOfDWmiKV0,,2017-08-18T12:31:22Z,7,0,996,1
Coherent Demodulation for Binary Wave Form,4fkeS70PwmI,,2017-08-18T12:32:02Z,8,0,913,1
Performance of M\'ary Digital Modulations,_Jj40t3EaFc,,2017-08-18T12:37:16Z,4,0,841,1
Performance of M\'ary Digital Modulations (Contd.),anGS2GaBX6Q,,2017-08-18T12:37:43Z,7,0,808,0
Digital Modulation Part - II Matched Filters,BFL84OQhieQ,,2017-08-18T12:30:35Z,10,0,1087,1
Baseband & Passband Digital Demodulations : General Issues & Concepts,EWdh6ymePWI,,2017-08-18T12:29:52Z,5,0,987,1
Passband Modulations for Band Limited Channels,LFAgCqGU0C0,,2017-08-18T12:29:18Z,8,0,890,0
"KCL, KVL & Network Analysis",fAp2vjJ1k_8,,2017-08-22T07:25:41Z,30,3,3128,0
Networks Theorems ( Thevenin\'s/ Norton\'s ),fEX5kPrWxz0,,2017-08-22T07:26:10Z,30,0,2108,1
Source Transformation; Super Position Theorem and Non- Linear One-Ports,xf5QDHjd55U,,2017-08-22T07:26:43Z,11,0,1088,1
Signal Wave Forms,IcN9rLzhV3U,,2017-08-22T07:27:12Z,8,0,1147,0
Operational Amplifiers & Diodes,Q2z3YQbbuWs,,2017-08-22T07:28:21Z,17,1,1696,1
Periodic Wave Forms & Elements of Amplifiers,rSTDsX2xqrI,,2017-08-22T07:27:51Z,12,0,950,0
Rectifiers and Power Supplies,SRPCg-nO_bA,,2017-08-22T07:28:49Z,13,2,1300,0
Wave Shaping Circuits,kM5vHsRW1Ko,,2017-08-22T07:29:22Z,20,0,2369,1
Power Amplifier,4U37aTpL7Qc,,2017-08-22T07:41:05Z,9,0,859,3
Bipolar Junction Transistors,sxIxXkkhWBE,,2017-08-22T07:39:06Z,20,1,1290,1
BJT Biasing & Introduction to Power Amplifiers,GDCFlXNO3kA,,2017-08-22T07:40:11Z,24,1,1789,2
More About Diodes Including Zener Diodes,tJweRkiZhBU,,2017-08-22T07:38:40Z,11,0,711,1
BJT Power Amplifiers,x3BNgQgdmfw,,2017-08-22T07:40:32Z,15,0,1266,2
Semiconductor Physics (Contd.),G2g38V2deNQ,,2017-08-22T07:38:07Z,12,0,1079,1
Transistors Characteristics & Biasing,M_Fti8OBTKo,,2017-08-22T07:39:37Z,12,0,994,0
Semiconductor Physics,vkoxtMsui94,,2017-08-22T07:37:30Z,13,0,1039,0
Two- Port Networks,kyxL3xaV8QU,,2017-08-22T07:36:59Z,6,0,789,0
General Network Analysis,Np2jDio3mb8,,2017-08-22T07:36:33Z,11,2,750,0
Resonance (Contd.),mcJ-gb5Zj5c,,2017-08-22T07:35:59Z,6,0,598,0
Filter Circuits and Resonance,kAIg8NIGU-Y,,2017-08-22T07:35:19Z,18,0,1168,1
Complete Response of Electrical Circuits,gi5UlTYzMi8,,2017-08-22T07:33:48Z,7,0,712,0
AC Circuit Analysis,iYcgDF-8YI8,,2017-08-22T07:34:34Z,21,0,1442,1
More About Phasors and Introduction to Complete Response,eb00WLdjggI,,2017-08-22T07:33:14Z,15,0,1699,0
Natural Response and Poles and Zeros and Introduction to Forced Response,U2nGVHKigNg,,2017-08-22T07:31:39Z,7,0,784,0
"Phasors and their Applications in AC Ckts, analysis",_YhDApR6Su4,,2017-08-22T07:32:31Z,10,0,847,0
"Impedance Functions, Poles, Zeros and their Applications",3Yapc0R90A0,,2017-08-22T07:31:17Z,6,0,829,0
Natural Response of 2nd Order Circuit (contd.),BhPKqhp_OdM,,2017-08-22T07:30:59Z,12,0,616,0
Natural Response of 2nd Order Circuit,eWJdG3K7muA,,2017-08-22T07:30:46Z,5,1,704,0
Natural Response (Contd.),X10uXwjeBHo,,2017-08-22T07:30:22Z,10,1,1056,0
More on Wave Shaping Circuits and Introduction to Natural Response of Circuits,XorYn_oYRv0,,2017-08-22T07:29:54Z,11,1,1100,1
Power Amplifiers (Contd.) and an Introduction to Small Signal Modelling of BJT,ROTz70akP3I,,2017-08-22T07:41:41Z,7,0,692,0
Small Signal Model & Small Signal Amplifiers,IfEHyEFxGKc,,2017-08-22T07:42:08Z,10,0,764,2
Small Signal Amplifiers (Contd.),mQtKSzOUVlQ,,2017-08-22T07:42:26Z,18,0,1245,1
Small Signal Amplifier (Cont.),-ZwwiS05dg0,,2017-08-22T07:42:45Z,9,0,939,0
Small Signal Amplifiers (Continued),t_SIY50MV7U,,2017-08-22T07:43:15Z,8,0,873,0
Negative Feedback,OaiNeCkc-kI,,2017-08-22T07:43:48Z,9,0,1125,0
Digital Circuits,Ckcbx9lsKpo,,2017-08-22T07:44:10Z,17,0,2272,1
Digital Circuits (Contd.),wE8WI2ZOG3c,,2017-08-22T07:44:50Z,67,1,13775,4
Teaching Aids in NPTEL Course Videos,ThFKc0w82go,"NPTEL (National Programme on Technology Enhanced Learning) is a joint initiative of the IITs and IISc. Through this initiative, we offer online courses and certification in various topics.",2017-07-31T10:42:01Z,94,6,9256,7
Top Leaders in Industry/Education - About NPTEL,8u4krshqyOs,,2017-07-31T10:48:33Z,69,7,4708,2
NPTEL Short Feedback,bjesmKR3gQU,,2017-06-30T04:25:26Z,363,17,23705,21
NPTEL Highlights,SNbbQs-iwJE,,2017-06-28T11:42:42Z,556,106,581852,24
"NPTEL : NOC Exam Feedback Coimbatore  - March 26, 2017",LGVeZx9vUTU,,2017-06-14T08:20:31Z,35,4,4790,0
"NPTEL : NOC EXAM FEEDBACK PUDUCHERRY - March 26, 2017",pgloIyfu3XE,,2017-06-14T09:28:09Z,10,3,2183,0
"NPTEL: NOC Exam Feedback Madurai April 23, 2017",bZ3ac79pNDs,,2017-06-14T07:59:46Z,55,3,6038,5
"NPTEL : NOC Exam Feedback : CHENNAI April 23, 2017",FNKpu7u9a0A,,2017-05-02T08:58:10Z,67,4,7245,7
Design of limit gauges,zmxjlFEcCUM,,2017-03-02T14:24:42Z,155,13,21455,5
Metrology terminologies,jpHzjhYyKO4,,2017-03-02T12:47:11Z,206,10,30096,6
Introduction to metrology,HpIEeBtJupY,,2017-03-02T12:26:41Z,610,32,104264,26
Measurement errors,7VNyyInaVsU,,2017-03-02T12:58:31Z,81,4,16829,1
"Linear measuring instruments – 2 (Combination set, Vernier calipers)",SBGacenZ_80,,2017-03-02T13:24:23Z,76,4,11650,3
"Linear measuring instruments – 1 (Angle plate, steel rule, spring calipers)",u8UW9O1UHCw,,2017-03-02T13:16:35Z,60,0,11440,0
"Linear measuring instruments – 4 (Micrometers – 2, Bore gauge)",E7KWQTQOV3M,,2017-03-02T13:36:48Z,74,3,11257,4
"Linear measuring instruments – 3 (Height gauge, Micrometers – 1)",ioyRjm-dSuI,,2017-03-02T13:31:18Z,39,2,7945,2
Manufacturing tolerances and fits,-_qz8_sbhwY,,2017-03-02T13:49:40Z,255,13,38916,8
"Linear measuring instruments – 5 (Dial indicators, thickness gauges, depth gauges)",xPUjQAtre7Q,,2017-03-02T13:43:25Z,46,0,7321,2
Terminologies of limits fits and tolerances,c8TKftViusQ,,2017-03-02T13:54:18Z,371,14,41012,8
Numerical problems on fit and tolerances,uAntebtIgCY,,2017-03-02T13:58:56Z,703,42,84656,28
Positional tolerances,MoIZaWBwUus,,2017-03-02T14:12:22Z,84,3,11893,3
"Selection of fits, Geometrical tolerances",rbk28swIiHU,,2017-03-02T14:05:53Z,244,2,26965,7
Limit gauging - 1,OcbkOvjZujU,,2017-03-02T14:14:31Z,90,3,15692,2
Introduction to gears,n1EzCOnZn3s,,2017-03-02T15:24:22Z,60,3,7986,6
Measurement of screw thread elements,xPGi2e-gOo8,,2017-03-02T15:10:59Z,99,2,14004,4
Limit gauging - 2,fbk0_nPNUTE,,2017-03-02T14:21:14Z,32,1,7341,0
Screw thread production and terminology,O7WvzU3FQ5c,,2017-03-02T15:07:38Z,95,7,15810,4
Non-contact type surface finish measuring instruments,ksPSqMpKSpw,,2017-03-02T14:54:54Z,17,2,4735,2
"Radius measurement,Contact angle measurement",3fRGpA8AF6E,,2017-03-02T15:59:14Z,13,0,2812,0
Surface finish parameters,99zzBRKYLwQ,,2017-03-02T14:46:46Z,212,11,25475,6
Stylus type surface finish measuring instruments,V1qrHvMs8tE,,2017-03-02T14:49:34Z,45,3,8311,2
Angle measurement - 2,MXJtYL4xX9U,,2017-03-02T15:50:02Z,13,3,3870,0
Angle measurement - 1,U_LMe40gxds,,2017-03-02T15:41:15Z,33,1,5020,0
Basics of surface roughness,dzhh82H2Nuk,,2017-03-02T14:43:59Z,259,21,33926,17
Perpendicularity measurement,kr_PnTQpxSw,,2017-03-02T14:35:24Z,20,3,5642,2
"Measurement of straightness, flatness and squareness",CtGXjmqZqWc,,2017-03-02T14:27:47Z,207,33,33029,6
Basics of interferometry,Qv5YzrqL6sU,,2017-03-02T16:09:15Z,96,8,14619,6
Interferometers,Cyz00qLobK8,,2017-03-02T16:16:42Z,42,2,8686,1
"mod10lec1-Introduction to comparators,Mechanical comparators",Hi7NUJdznc0,,2017-03-02T16:22:22Z,108,11,18109,0
"mod10lec2-Electrical and electronic comparators,Optical comparators",2vgkxHe_24g,,2017-03-02T16:25:11Z,64,7,14152,2
mod10lec3-Pneumatic comparators,TyM28gmhJcc,,2017-03-02T16:29:31Z,35,0,7260,1
mod11lec2-Geometrical tests on pillar type drilling machine,4wnUT70oUFo,,2017-03-02T16:41:42Z,53,7,8239,2
mod11lec1-Geometrical tests on lathe,FlJjWbU0NUI,,2017-03-02T16:37:58Z,117,4,15723,7
mod12lec2-CMM probes and CMM software,-tLq1wXio0U,,2017-03-02T16:54:42Z,229,5,19221,3
mod12lec1-Universal measuring machine (UMM) and Coordinate measuring machine (CMM),cjzSXPDBA_Q,,2017-03-02T16:44:40Z,74,6,10387,2
mod12lec4-In-process gauging and control,3GU5iHwXV64,,2017-03-02T17:10:45Z,4,0,1680,0
"mod12lec3-Feature measurement using CMM, Laser vision",oyhnglr_HiY,,2017-03-02T17:02:11Z,12,1,2326,0
mod12lec5-Stage position metrology,QSxRmzIikSI,,2017-03-02T17:19:01Z,5,0,1654,0
"mod12lec6-Micro and Nano stages, Nano technology instrumentation",TbYU8df53V4,,2017-03-02T17:29:04Z,4,1,1394,0
mod12lec7-Optical system design,mErNZMsqwsM,,2017-03-02T17:39:05Z,8,0,1857,1
"mod12lec8-Complex opto- mechanical assemblies,Metrology testing and certification services",uiVEkHs-yUw,,2017-03-02T17:48:18Z,36,0,5250,0
Design of Risering System-4,XopQeDf2EG8,"Lecture Series on Metal Casting by Dr. D. Benny Karunakar, Department of Mechanical and Industrial Engineering, IIT Roorkee. For more details on NPTEL visit http://nptel.iitm.ac.in",2017-02-15T10:17:46Z,43,3,7840,5
Evaporative Pattern Casting and Plaster Moulding,tDYF2Q1r78Q,"Lecture Series on Metal Casting by Dr. D. Benny Karunakar, Department of Mechanical and Industrial Engineering, IIT Roorkee. For more details on NPTEL visit http://nptel.iitm.ac.in",2017-02-15T10:56:14Z,25,1,4246,3
Introduction,0iezQ4IeXsc,"Uploaded on Feb 15, 2017
Lecture Series on Metal Casting by Dr. D. Benny Karunakar, Department of Mechanical and Industrial Engineering, IIT Roorkee. For more details on NPTEL visit http://nptel.iitm.ac.in",2017-02-15T09:26:46Z,203,6,20465,22
